date,temp_max_c,temp_min_c,temp_mean_c,humidity_pct,wind_speed_10m_ms,solar_radiation_mj,rainfall_mm,pressure_hpa,wind_speed_2m_ms,sunshine_hours,vpd_kpa,net_radiation_mj,penman_evaporation_mm,evaporation_pan_mm
2021-03-11,34.3,21.1,27.1,36,6.138888888888889,20.53,0.1,948.4,4.59,8.62,2.532,11.92,8.663,11.45
2021-03-12,34.7,20.4,27.5,33,3.416666666666667,21.95,0.0,949.5,2.56,9.22,2.656,12.958,7.274,9.75
2021-03-13,34.6,21.1,27.5,34,4.75,23.14,0.0,949.8,3.55,9.72,2.641,14.154,8.511,11.58
2021-03-14,35.0,21.5,27.8,32,3.7777777777777777,24.16,0.0,947.7,2.83,10.15,2.784,14.931,8.235,10.97
2021-03-15,35.4,22.4,28.3,32,4.611111111111112,24.04,0.0,947.3,3.45,10.1,2.875,14.866,8.942,12.16
2021-03-16,33.9,22.3,27.9,31,3.2499999999999996,20.92,0.0,947.5,2.43,8.79,2.754,11.788,6.928,8.84
2021-03-17,34.5,21.8,28.1,31,3.4444444444444446,17.89,0.0,946.5,2.58,7.51,2.788,9.031,6.389,8.64
2021-03-18,34.1,22.8,28.1,33,4.472222222222222,19.15,0.0,946.5,3.35,8.04,2.722,10.385,7.455,9.95
2021-03-19,34.1,21.1,26.9,35,4.944444444444445,22.68,0.0,947.0,3.7,9.53,2.552,13.789,8.436,11.2
2021-03-20,33.9,20.0,26.8,36,2.638888888888889,22.33,0.0,945.8,1.97,9.38,2.441,13.523,6.57,8.77
2021-03-21,33.3,19.5,27.0,45,3.083333333333333,20.45,0.0,945.7,2.31,8.59,2.03,12.494,6.069,7.79
2021-03-22,33.1,20.8,26.9,47,3.7222222222222223,20.72,0.1,947.7,2.78,8.7,1.991,12.924,6.485,8.61
2021-03-23,33.8,22.1,27.0,48,3.9166666666666665,20.79,0.8,948.9,2.93,8.73,2.059,13.189,6.767,9.08
2021-03-24,34.0,20.8,27.8,45,2.694444444444444,19.46,0.0,948.8,2.02,8.17,2.138,11.691,5.719,7.85
2021-03-25,35.9,23.2,29.1,30,3.0,24.15,0.0,947.9,2.24,10.14,3.063,14.805,7.838,10.37
2021-03-26,36.4,21.1,29.2,24,3.3611111111111107,25.45,0.0,947.2,2.51,10.69,3.258,15.318,8.545,11.27
2021-03-27,36.8,21.1,29.3,26,3.638888888888889,25.09,0.0,946.6,2.72,10.54,3.222,15.249,8.717,11.55
2021-03-28,36.9,23.4,29.7,28,3.083333333333333,25.79,0.0,946.0,2.31,10.83,3.283,16.16,8.519,11.5
2021-03-29,37.7,22.0,29.6,33,4.027777777777778,26.16,0.0,945.6,3.01,10.99,3.069,17.101,9.274,12.41
2021-03-30,35.3,20.7,27.6,33,5.777777777777778,26.13,0.0,945.2,4.32,10.97,2.733,16.853,9.99,13.24
2021-03-31,37.0,18.0,27.3,31,4.694444444444444,26.78,0.0,944.0,3.51,11.25,2.877,17.349,9.721,13.04
2021-04-01,35.4,19.6,26.8,37,4.583333333333333,26.4,0.0,943.8,3.43,11.09,2.529,17.474,9.069,12.11
2021-04-02,35.8,18.2,26.3,47,4.083333333333333,26.63,0.0,944.1,3.05,11.18,2.111,18.561,8.322,11.24
2021-04-03,35.8,18.3,26.2,63,4.805555555555555,24.7,0.0,944.9,3.59,10.37,1.476,17.999,7.276,9.6
2021-04-04,36.8,19.3,27.3,57,5.638888888888889,25.39,0.0,946.9,4.22,10.66,1.816,18.378,8.309,11.03
2021-04-05,37.9,21.4,28.7,50,6.444444444444444,24.87,0.0,947.0,4.82,10.45,2.284,17.564,9.393,12.47
2021-04-06,38.1,21.9,30.0,33,4.388888888888889,25.34,0.0,946.8,3.28,10.64,3.112,16.38,9.389,12.3
2021-04-07,37.6,23.2,29.7,29,5.472222222222222,23.08,0.0,947.3,4.09,9.69,3.311,13.832,9.964,13.33
2021-04-08,36.9,22.8,28.7,41,5.5,21.74,0.0,946.1,4.11,9.13,2.66,13.795,8.803,11.78
2021-04-09,36.2,21.0,28.2,50,3.888888888888889,20.51,0.0,945.5,2.91,8.61,2.123,13.319,6.819,9.09
2021-04-10,35.4,23.4,29.2,37,3.861111111111111,20.26,0.1,947.0,2.89,8.51,2.717,11.92,7.277,9.67
2021-04-11,35.6,25.6,30.1,36,4.0,19.85,0.0,948.3,2.99,8.34,2.91,11.536,7.48,9.76
2021-04-12,35.0,22.0,29.1,40,2.7777777777777777,19.25,0.0,948.9,2.08,8.08,2.48,11.196,5.971,7.9
2021-04-13,34.2,23.4,29.1,40,4.361111111111111,20.02,0.0,948.4,3.26,8.41,2.477,11.88,7.234,9.59
2021-04-14,34.2,21.9,27.4,50,2.694444444444444,22.68,0.3,947.8,2.02,9.53,2.002,15.123,6.506,8.55
2021-04-15,34.6,20.8,27.4,46,5.944444444444444,23.0,0.0,947.2,4.45,9.66,2.148,15.09,8.388,11.16
2021-04-16,36.9,20.9,27.7,42,6.972222222222222,25.05,0.0,946.7,5.22,10.52,2.527,16.872,10.16,13.61
2021-04-17,36.5,21.3,28.6,39,6.666666666666666,24.34,0.0,947.6,4.99,10.22,2.635,15.907,9.942,13.54
2021-04-18,37.0,22.2,29.7,39,5.583333333333334,23.14,0.0,948.3,4.18,9.72,2.73,14.879,9.161,12.24
2021-04-19,35.8,22.3,28.5,45,4.444444444444445,25.43,0.0,947.0,3.32,10.68,2.356,17.423,8.547,11.43
2021-04-20,35.3,20.4,27.7,48,4.694444444444444,25.57,0.0,946.0,3.51,10.74,2.109,17.681,8.338,11.11
2021-04-21,34.8,20.8,27.0,47,4.805555555555555,24.11,0.0,947.2,3.59,10.13,2.125,16.215,8.094,10.5
2021-04-22,36.5,21.8,28.6,40,4.527777777777778,24.21,0.0,947.4,3.39,10.17,2.615,15.897,8.658,11.54
2021-04-23,36.3,21.8,28.3,33,5.222222222222222,25.9,0.0,947.2,3.91,10.88,2.898,16.739,9.882,13.19
2021-04-24,36.9,20.8,28.3,35,5.0,27.23,0.0,946.6,3.74,11.44,2.827,18.199,9.952,13.64
2021-04-25,37.4,21.5,29.6,48,5.305555555555556,24.2,0.0,946.0,3.97,10.16,2.334,16.711,8.697,11.57
2021-04-26,37.3,22.3,29.1,49,6.833333333333334,23.23,1.1,945.9,5.11,9.76,2.313,15.929,9.206,12.32
2021-04-27,36.7,22.2,28.7,53,4.972222222222221,22.28,0.0,946.7,3.72,9.36,2.08,15.315,7.765,10.35
2021-04-28,36.5,22.3,28.8,53,4.055555555555555,21.95,0.2,947.4,3.03,9.22,2.068,14.991,7.222,9.45
2021-04-29,35.7,22.4,28.8,52,4.472222222222222,22.5,0.1,947.1,3.35,9.45,2.053,15.318,7.485,10.15
2021-04-30,36.9,22.8,28.6,57,3.8055555555555554,22.24,1.4,946.1,2.85,9.34,1.939,15.668,7.092,9.57
2021-05-01,35.6,22.8,29.2,50,4.75,17.35,0.8,945.5,3.55,7.29,2.147,10.42,6.498,8.78
2021-05-02,35.3,23.6,28.0,57,2.944444444444444,20.37,2.7,946.2,2.2,8.56,1.855,13.777,6.075,7.96
2021-05-03,34.8,21.5,28.1,58,3.9722222222222223,22.24,0.0,945.7,2.97,9.34,1.706,15.391,6.737,9.19
2021-05-04,33.9,24.2,28.9,57,4.083333333333333,20.7,0.2,945.5,3.05,8.69,1.787,13.942,6.505,8.46
2021-05-05,36.6,23.4,29.7,49,5.277777777777778,23.16,0.0,945.2,3.95,9.73,2.299,15.829,8.387,11.27
2021-05-06,36.0,23.6,29.6,52,4.111111111111112,20.83,0.0,945.9,3.08,8.75,2.125,13.88,7.011,9.68
2021-05-07,35.2,24.0,28.9,57,4.111111111111112,19.5,0.4,946.7,3.08,8.19,1.864,12.989,6.397,8.38
2021-05-08,35.3,23.8,29.6,57,3.611111111111111,21.16,0.0,945.8,2.7,8.89,1.863,14.516,6.553,8.65
2021-05-09,35.1,25.1,29.4,56,3.888888888888889,20.91,0.7,945.0,2.91,8.78,1.945,14.264,6.736,9.0
2021-05-10,36.3,22.4,28.9,52,4.305555555555555,23.77,0.0,944.5,3.22,9.98,2.1,16.561,7.798,10.32
2021-05-11,34.3,23.0,28.1,55,4.944444444444445,24.51,0.0,944.9,3.7,10.29,1.849,17.269,7.831,10.21
2021-05-12,34.7,21.6,27.4,63,4.833333333333333,24.58,0.3,943.5,3.62,10.32,1.5,17.903,7.301,9.74
2021-05-13,35.0,22.0,27.8,62,3.8333333333333335,23.89,0.3,942.9,2.87,10.03,1.571,17.261,6.964,9.13
2021-05-14,35.3,22.1,28.9,61,3.333333333333333,20.46,0.1,941.4,2.49,8.59,1.633,14.078,6.019,8.1
2021-05-15,37.1,24.6,30.8,53,6.138888888888889,20.79,1.2,939.3,4.59,8.73,2.21,14.13,8.075,10.63
2021-05-16,30.0,23.5,25.6,80,9.666666666666666,10.36,18.9,937.1,7.23,4.35,0.714,7.14,3.746,5.23
2021-05-17,26.4,23.0,24.3,86,8.722222222222221,8.0,40.9,937.6,6.52,3.36,0.438,5.782,2.53,3.26
2021-05-18,28.2,23.4,25.3,84,7.555555555555555,16.9,1.6,941.1,5.65,7.1,0.536,11.43,3.914,5.17
2021-05-19,27.5,23.4,24.9,85,6.861111111111111,17.29,3.0,942.2,5.13,7.26,0.491,11.757,3.83,5.23
2021-05-20,30.2,21.7,25.6,77,3.75,23.2,0.5,944.1,2.8,9.74,0.792,16.943,5.565,7.24
2021-05-21,30.8,20.8,25.8,73,3.5,23.97,0.1,944.7,2.62,10.07,0.931,17.429,5.897,7.9
2021-05-22,29.4,22.6,25.5,77,4.166666666666667,18.24,0.2,944.4,3.12,7.66,0.787,12.348,4.458,6.14
2021-05-23,30.5,22.3,25.7,80,3.3888888888888884,21.64,2.8,945.4,2.53,9.09,0.706,15.768,5.109,6.57
2021-05-24,31.8,22.3,26.1,77,4.444444444444445,20.7,0.1,945.9,3.32,8.69,0.85,14.904,5.242,7.02
2021-05-25,31.3,21.6,26.1,78,4.305555555555555,22.17,0.3,944.3,3.22,9.31,0.787,16.193,5.428,7.28
2021-05-26,31.4,22.5,25.9,74,5.472222222222222,26.41,0.0,943.3,4.09,11.09,0.952,19.933,6.74,9.1
2021-05-27,30.3,22.7,25.8,75,6.416666666666667,17.99,0.0,943.6,4.8,7.56,0.884,12.12,4.906,6.36
2021-05-28,32.0,23.1,26.6,74,5.222222222222222,23.4,0.1,944.2,3.91,9.83,0.986,17.292,6.186,8.05
2021-05-29,32.7,23.0,26.6,76,4.666666666666667,23.19,1.5,945.1,3.49,9.74,0.931,17.317,6.02,8.1
2021-05-30,29.8,23.3,25.8,83,3.222222222222222,16.83,10.0,945.0,2.41,7.07,0.6,11.507,3.849,5.18
2021-05-31,29.5,23.4,25.8,83,3.3611111111111107,14.75,4.6,943.3,2.51,6.19,0.595,9.653,3.377,4.54
2021-06-01,30.1,23.0,25.6,85,3.1111111111111107,17.96,7.5,943.4,2.33,7.54,0.531,12.675,4.039,5.44
2021-06-02,31.2,22.8,25.9,84,3.3888888888888884,18.95,17.6,944.1,2.53,7.96,0.586,13.667,4.396,5.76
2021-06-03,30.4,23.4,25.7,87,2.5,15.29,26.0,944.9,1.87,6.42,0.469,10.411,3.341,4.49
2021-06-04,30.4,22.6,25.1,86,2.4444444444444446,15.32,7.2,945.5,1.83,6.43,0.496,10.309,3.326,4.48
2021-06-05,25.7,22.8,23.9,91,2.2222222222222223,9.13,14.4,944.5,1.66,3.83,0.274,6.46,2.011,2.57
2021-06-06,29.2,22.5,25.0,81,3.4444444444444446,18.61,0.6,944.8,2.58,7.82,0.644,12.883,4.263,5.96
2021-06-07,28.3,22.7,25.0,82,5.083333333333333,21.23,1.1,945.2,3.8,8.92,0.594,15.254,4.818,6.5
2021-06-08,28.4,22.8,24.9,85,4.944444444444445,19.52,7.6,944.2,3.7,8.2,0.498,13.865,4.284,5.53
2021-06-09,27.0,22.7,24.5,88,6.0,15.04,12.4,943.1,4.49,6.32,0.379,9.719,3.074,4.2
2021-06-10,26.5,22.4,24.1,87,6.861111111111111,14.37,5.7,942.4,5.13,6.04,0.401,9.206,3.031,3.9
2021-06-11,26.8,23.1,24.5,86,7.194444444444444,15.85,2.6,941.7,5.38,6.66,0.445,10.373,3.41,4.66
2021-06-12,28.3,22.8,24.5,88,5.249999999999999,16.36,13.8,941.4,3.93,6.87,0.397,11.106,3.419,4.73
2021-06-13,28.7,22.8,25.0,84,5.638888888888889,19.42,1.1,941.4,4.22,8.16,0.537,13.757,4.361,5.69
2021-06-14,29.1,23.0,25.2,84,5.916666666666667,19.48,0.9,940.5,4.43,8.18,0.547,13.882,4.425,6.04
2021-06-15,27.2,23.0,24.6,85,5.916666666666667,18.21,1.2,939.5,4.43,7.65,0.481,12.53,3.947,5.32
2021-06-16,24.3,21.7,23.1,89,4.888888888888889,9.86,4.4,940.0,3.66,4.14,0.31,6.672,2.187,3.04
2021-06-17,24.7,21.6,23.1,89,6.333333333333333,8.46,5.7,940.8,4.74,3.55,0.313,5.961,2.087,3.07
2021-06-18,25.8,21.9,23.4,89,6.499999999999999,15.48,18.9,941.8,4.86,6.5,0.327,9.96,2.967,3.92
2021-06-19,25.0,21.3,23.0,90,6.583333333333333,15.66,11.5,943.6,4.92,6.58,0.285,10.031,2.852,3.69
2021-06-20,26.1,21.9,23.5,88,6.833333333333334,17.64,6.3,944.5,5.11,7.41,0.361,11.932,3.466,4.49
2021-06-21,27.8,22.1,24.1,84,5.583333333333334,20.21,2.2,945.0,4.18,8.49,0.512,14.311,4.39,5.73
2021-06-22,28.0,22.6,24.7,82,5.305555555555556,20.1,0.6,944.7,3.97,8.44,0.587,14.169,4.549,6.05
2021-06-23,27.4,22.4,24.4,84,5.027777777777778,17.23,2.2,944.4,3.76,7.24,0.509,11.546,3.758,5.06
2021-06-24,24.8,22.6,23.3,91,5.638888888888889,7.02,4.9,944.6,4.22,2.95,0.264,5.266,1.793,2.43
2021-06-25,26.0,22.3,23.6,88,5.583333333333334,11.6,2.2,943.6,4.18,4.87,0.363,7.707,2.568,3.55
2021-06-26,27.2,22.1,24.1,84,5.75,18.73,0.7,943.7,4.3,7.87,0.501,12.877,4.053,5.41
2021-06-27,24.3,22.1,23.0,91,3.5833333333333335,6.75,24.3,945.0,2.68,2.84,0.256,5.094,1.67,2.44
2021-06-28,27.9,21.7,23.9,89,3.3611111111111107,14.21,8.1,944.1,2.51,5.97,0.349,9.316,2.866,3.78
2021-06-29,29.2,22.1,24.9,84,4.138888888888889,19.23,1.7,943.9,3.1,8.08,0.537,13.586,4.283,6.12
2021-06-30,28.6,22.6,25.1,84,5.305555555555556,18.59,1.8,944.0,3.97,7.81,0.532,12.963,4.163,5.64
2021-07-01,28.5,22.6,25.0,81,5.722222222222222,19.24,0.0,942.6,4.28,8.08,0.63,13.384,4.498,5.87
2021-07-02,29.1,22.5,24.8,80,6.25,20.3,0.1,943.1,4.68,8.53,0.675,14.369,4.85,6.31
2021-07-03,29.2,22.1,25.2,80,4.888888888888889,21.27,0.0,944.0,3.66,8.93,0.671,15.242,4.98,6.71
2021-07-04,29.1,22.8,25.2,81,4.138888888888889,19.05,0.6,944.4,3.1,8.0,0.646,13.301,4.425,5.87
2021-07-05,29.4,21.8,25.1,82,3.8333333333333335,19.34,1.1,944.2,2.87,8.12,0.604,13.579,4.397,5.97
2021-07-06,29.7,22.2,25.4,83,3.333333333333333,18.29,1.1,943.2,2.49,7.68,0.582,12.741,4.135,5.58
2021-07-07,28.8,22.7,25.6,83,4.111111111111112,19.43,4.2,943.1,3.08,8.16,0.571,13.715,4.401,5.86
2021-07-08,28.6,23.2,25.0,86,4.361111111111111,17.39,8.0,943.0,3.26,7.3,0.473,12.022,3.794,4.93
2021-07-09,27.1,22.9,24.3,86,4.194444444444445,10.5,6.8,941.2,3.14,4.41,0.447,7.166,2.562,3.19
2021-07-10,27.7,22.5,24.0,90,3.7222222222222223,11.2,17.1,940.0,2.78,4.7,0.322,7.707,2.437,3.18
2021-07-11,29.0,22.1,24.6,86,4.666666666666667,16.53,2.0,939.1,3.49,6.94,0.467,11.185,3.581,4.9
2021-07-12,27.3,22.5,24.1,88,5.861111111111112,10.62,3.8,938.0,4.38,4.46,0.381,7.287,2.537,3.41
2021-07-13,25.7,23.0,23.9,90,5.638888888888889,9.65,11.0,939.0,4.22,4.05,0.306,6.73,2.221,2.77
2021-07-14,25.8,22.8,23.6,92,5.249999999999999,8.04,18.8,939.7,3.93,3.38,0.244,5.883,1.875,2.53
2021-07-15,27.8,22.8,24.2,89,5.222222222222222,14.21,16.5,938.7,3.91,5.97,0.358,9.397,2.937,3.97
2021-07-16,26.5,23.0,24.4,88,6.222222222222221,14.91,6.5,941.5,4.65,6.26,0.376,9.601,3.042,3.92
2021-07-17,27.5,23.0,24.5,88,6.777777777777777,16.79,2.1,943.1,5.07,7.05,0.389,11.418,3.469,4.65
2021-07-18,25.9,23.1,24.0,91,5.777777777777778,12.46,20.0,941.9,4.32,5.23,0.278,8.331,2.506,3.35
2021-07-19,26.2,22.9,23.9,90,5.888888888888888,11.74,14.7,941.3,4.4,4.93,0.31,7.908,2.492,3.15
2021-07-20,24.9,22.3,23.4,91,6.111111111111111,9.26,18.1,943.1,4.57,3.89,0.263,6.465,2.057,2.8
2021-07-21,25.0,22.3,23.3,91,7.0,9.42,35.5,941.8,5.24,3.96,0.264,6.556,2.089,2.87
2021-07-22,24.3,22.8,23.4,92,7.527777777777778,7.25,29.1,939.2,5.63,3.04,0.233,5.393,1.772,2.53
2021-07-23,23.3,22.1,22.7,93,5.249999999999999,5.36,20.4,939.3,3.93,2.25,0.193,4.356,1.41,2.04
2021-07-24,27.0,21.9,24.0,87,7.138888888888888,18.49,5.6,940.8,5.34,7.77,0.403,12.77,3.774,4.83
2021-07-25,26.4,22.8,24.1,87,7.388888888888889,16.77,5.8,941.7,5.53,7.04,0.404,11.197,3.458,4.47
2021-07-26,26.3,22.5,23.9,87,8.083333333333334,19.07,6.9,942.1,6.05,8.01,0.4,13.274,3.852,5.21
2021-07-27,26.4,22.4,23.8,86,7.611111111111111,19.79,5.0,941.6,5.69,8.31,0.431,13.888,4.071,5.51
2021-07-28,25.6,22.0,23.4,88,6.805555555555555,16.26,10.1,942.1,5.09,6.83,0.356,10.615,3.18,4.32
2021-07-29,24.0,22.3,23.0,90,6.194444444444445,7.05,5.3,943.0,4.63,2.96,0.284,5.236,1.852,3.05
2021-07-30,24.2,22.4,23.1,90,6.277777777777778,6.57,7.7,943.7,4.7,2.76,0.286,4.991,1.811,2.5
